source_id,target_id,rel_type,cited_text
SEC-206.302-3-70,,CROSS_REFERENCES,FAR 6.302-3
SEC-206.303-70,,CROSS_REFERENCES,FAR 6.303
SEC-206.305,,CROSS_REFERENCES,FAR 6.302-2
SEC-206.305,SEC-206.305,CROSS_REFERENCES,206.305
SEC-207.104,SEC-201.170,CROSS_REFERENCES,201.170
SEC-207.105,,CROSS_REFERENCES,FAR 7.105
SEC-207.105,SEC-207.105,CROSS_REFERENCES,207.105
SEC-207.108,,CROSS_REFERENCES,PGI 207.108
SEC-207.108,SEC-207.108,CROSS_REFERENCES,207.108
SEC-207.171-4,,CROSS_REFERENCES,PGI 207.171-4
SEC-207.171-4,SEC-207.171-4,CROSS_REFERENCES,207.171-4
SEC-207.302,,CROSS_REFERENCES,PGI 207.302
SEC-207.302,SEC-207.302,CROSS_REFERENCES,207.302
SEC-208.404,,CROSS_REFERENCES,FAR 8.404(d)
SEC-208.405-6,,CROSS_REFERENCES,FAR 8.405-6(a)(1)(i)(B)
SEC-208.405-6,SEC-208.405-6,CROSS_REFERENCES,208.405-6
SEC-208.406-1,,CROSS_REFERENCES,PGI 208.406-1
SEC-208.406-1,SEC-208.406-1,CROSS_REFERENCES,208.406-1
SEC-208.606,,CROSS_REFERENCES,FAR 8.6
SEC-208.705,,CROSS_REFERENCES,FAR subpart 8.7
SEC-208.705,SEC-208.705,CROSS_REFERENCES,208.705
SEC-208.7002-1,,CROSS_REFERENCES,PGI 208.7002-1
SEC-208.7002-1,SEC-208.7002-1,CROSS_REFERENCES,208.7002-1
SEC-208.7002-2,,CROSS_REFERENCES,PGI 208.7002-2
SEC-208.7002-2,SEC-208.7002-2,CROSS_REFERENCES,208.7002-2
SEC-208.7004,,CROSS_REFERENCES,PGI 208.7004
SEC-208.7004,SEC-208.7004,CROSS_REFERENCES,208.7004
SEC-208.7006,,CROSS_REFERENCES,PGI 208.7006
SEC-208.7006,SEC-208.7006,CROSS_REFERENCES,208.7006
SEC-208.7102,,CROSS_REFERENCES,PGI 208.7102
SEC-208.7102,SEC-208.7102,CROSS_REFERENCES,208.7102
SEC-208.7303,,CROSS_REFERENCES,PGI 208.7303
SEC-208.7303,SEC-208.7303,CROSS_REFERENCES,208.7303
SEC-208.7304,,CROSS_REFERENCES,PGI 208.7304
SEC-208.7304,SEC-208.7304,CROSS_REFERENCES,208.7304
SEC-208.7403,,CROSS_REFERENCES,PGI 208.7403
SEC-208.7403,SEC-208.7403,CROSS_REFERENCES,208.7403
SEC-209.104-70,,CROSS_REFERENCES,FAR part 13
SEC-209.106,,CROSS_REFERENCES,PGI 209.106
SEC-209.106,SEC-209.106,CROSS_REFERENCES,209.106
SEC-209.170-3,,CROSS_REFERENCES,PGI 209.170-3
SEC-209.170-3,SEC-209.170-2,CROSS_REFERENCES,209.170-2
SEC-209.170-3,SEC-209.170-3,CROSS_REFERENCES,209.170-3
SEC-209.170-4,,CROSS_REFERENCES,FAR part 12
SEC-209.270-5,,CROSS_REFERENCES,252.209-7010
SEC-209.406-3,,CROSS_REFERENCES,PGI 209.406-3
SEC-209.406-3,SEC-209.403,CROSS_REFERENCES,209.403
SEC-209.406-3,SEC-209.406-3,CROSS_REFERENCES,209.406-3
SEC-209.407-3,,CROSS_REFERENCES,PGI 209.407-3
SEC-209.407-3,SEC-209.403,CROSS_REFERENCES,209.403
SEC-209.407-3,SEC-209.407-3,CROSS_REFERENCES,209.407-3
SEC-209.409,,CROSS_REFERENCES,252.209-7004
SEC-209.503-70,,CROSS_REFERENCES,FAR 9.503
SEC-209.503-70,SEC-209.572,CROSS_REFERENCES,209.572(b)
SEC-209.571-5,SEC-209.570,CROSS_REFERENCES,209.570
SEC-211.106,,CROSS_REFERENCES,FAR 37.104
SEC-211.201,,CROSS_REFERENCES,PGI 211.201
SEC-211.201,SEC-211.201,CROSS_REFERENCES,211.201
SEC-211.271,,CROSS_REFERENCES,223.107-4
SEC-211.500,,CROSS_REFERENCES,FAR subpart 11.5
SEC-211.7001,,CROSS_REFERENCES,PGI 211.7001
SEC-211.7001,SEC-211.7001,CROSS_REFERENCES,211.7001
SEC-212.211,,CROSS_REFERENCES,227.7102
SEC-212.270,,CROSS_REFERENCES,234.70
SEC-212.371,SEC-212.370,CROSS_REFERENCES,212.370
SEC-212.505,,CROSS_REFERENCES,FAR 12.503
SEC-212.505,SEC-212.503,CROSS_REFERENCES,212.503
SEC-212.505,SEC-212.504,CROSS_REFERENCES,212.504
SEC-212.7003,,CROSS_REFERENCES,PGI 212.7003
SEC-212.7003,SEC-212.7003,CROSS_REFERENCES,212.7003
SEC-212.7005,,CROSS_REFERENCES,PGI 212.7005
SEC-212.7005,SEC-212.7005,CROSS_REFERENCES,212.7005
SEC-213.104,,CROSS_REFERENCES,PGI 213.104
SEC-213.104,SEC-213.104,CROSS_REFERENCES,213.104
SEC-213.106-1-70,SEC-215.203-70,CROSS_REFERENCES,215.203-70
SEC-213.106-2-70,,CROSS_REFERENCES,252.204-7024
SEC-213.106-2-70,SEC-204.7604,CROSS_REFERENCES,204.7604
SEC-213.301,,CROSS_REFERENCES,PGI 213.301
SEC-213.301,SEC-213.301,CROSS_REFERENCES,213.301
SEC-213.307,,CROSS_REFERENCES,PGI 213.307
SEC-213.307,SEC-213.307,CROSS_REFERENCES,213.307
SEC-213.500-70,,CROSS_REFERENCES,FAR subpart 13.5
SEC-213.500-70,SEC-215.371-2,CROSS_REFERENCES,215.371-2
SEC-213.7002,,CROSS_REFERENCES,219.804-2(2)
SEC-214.203,,CROSS_REFERENCES,PGI 205.102-70
SEC-214.203,SEC-205.102-70,CROSS_REFERENCES,205.102-70
SEC-214.209,SEC-215.371,CROSS_REFERENCES,215.371
SEC-215.205,,CROSS_REFERENCES,PGI 205.102-70
SEC-215.205,SEC-205.102-70,CROSS_REFERENCES,205.102-70
SEC-215.270,SEC-201.170,CROSS_REFERENCES,201.170
SEC-215.300,,CROSS_REFERENCES,FAR part 15
SEC-215.300,SEC-215.300,CROSS_REFERENCES,215.300
SEC-215.370-2,,CROSS_REFERENCES,PGI 215.370-2
SEC-215.370-2,SEC-215.370-2,CROSS_REFERENCES,215.370-2
SEC-215.370-3,,CROSS_REFERENCES,252.215-7006
SEC-215.371-2,SEC-215.371-4,CROSS_REFERENCES,215.371-4
SEC-215.371-2,SEC-215.371-5,CROSS_REFERENCES,215.371-5
SEC-215.371-3,SEC-215.371-2,CROSS_REFERENCES,215.371-2
SEC-215.371-6,,CROSS_REFERENCES,252.215-7007
SEC-215.371-6,SEC-215.371-4,CROSS_REFERENCES,215.371-4
SEC-215.371-6,SEC-215.371-5,CROSS_REFERENCES,215.371-5
SEC-215.403-3,,CROSS_REFERENCES,PGI 215.403-3
SEC-215.403-3,SEC-215.403-3,CROSS_REFERENCES,215.403-3
SEC-215.404-2,,CROSS_REFERENCES,PGI 215.404-2
SEC-215.404-2,SEC-215.404-2,CROSS_REFERENCES,215.404-2
SEC-215.404-3,,CROSS_REFERENCES,PGI 215.404-3
SEC-215.404-3,SEC-215.404-3,CROSS_REFERENCES,215.404-3
SEC-215.404-70,,CROSS_REFERENCES,PGI 215.404-70
SEC-215.404-70,SEC-215.404-70,CROSS_REFERENCES,215.404-70
SEC-215.406-1,,CROSS_REFERENCES,PGI 215.406-1
SEC-215.406-1,SEC-215.406-1,CROSS_REFERENCES,215.406-1
SEC-215.406-2,,CROSS_REFERENCES,PGI 215.406-2
SEC-215.406-2,SEC-215.406-2,CROSS_REFERENCES,215.406-2
SEC-215.406-3,,CROSS_REFERENCES,PGI 215.406-3
SEC-215.406-3,SEC-215.406-3,CROSS_REFERENCES,215.406-3
SEC-215.503,,CROSS_REFERENCES,239.7305(d)
SEC-215.570,,CROSS_REFERENCES,FAR part 12
SEC-215.602,,CROSS_REFERENCES,FAR 15.602
PROV-201.109-d,,CROSS_REFERENCES,PGI 201.109
PROV-201.109-d,SEC-201.109,CROSS_REFERENCES,201.109
PROV-201.170-a-1-iii,,CROSS_REFERENCES,FAR 1.108(c)
PROV-201.170-b-1,SEC-201.170,CROSS_REFERENCES,201.170(a)(1)(i)
PROV-201.170-b-2,SEC-201.170,CROSS_REFERENCES,201.170(a)(1)(ii)
PROV-201.201-1-d-i,,CROSS_REFERENCES,FAR 1.301(b)
PROV-201.201-1-d-i,SEC-201.402,CROSS_REFERENCES,201.402(2)
PROV-201.301-b,,CROSS_REFERENCES,PGI 201.301
PROV-201.301-b,SEC-201.304,CROSS_REFERENCES,201.304
PROV-201.301-b,SEC-201.301,CROSS_REFERENCES,201.301
PROV-201.303-a-ii-A,,CROSS_REFERENCES,FAR 1.105-2(b)(2)
PROV-201.303-a-ii-B,,CROSS_REFERENCES,FAR 1.105-2(b)(2)
PROV-201.303-a-iii,,CROSS_REFERENCES,219.70
PROV-201.304-3,SEC-201.404,CROSS_REFERENCES,201.404
PROV-201.304-4,,CROSS_REFERENCES,PGI 201.304
PROV-201.304-4,SEC-201.304,CROSS_REFERENCES,201.304
PROV-201.304-5,,CROSS_REFERENCES,PGI 201.304
PROV-201.304-5,SEC-201.304,CROSS_REFERENCES,201.304
PROV-201.402-1-i,,CROSS_REFERENCES,FAR 3.104
PROV-201.402-1-i,SEC-203.104,CROSS_REFERENCES,203.104
PROV-201.402-1-ii,,CROSS_REFERENCES,227.4
PROV-201.402-1-iv,,CROSS_REFERENCES,231.1
PROV-201.402-1-v,,CROSS_REFERENCES,231.2
PROV-201.402-1-vi,,CROSS_REFERENCES,232.7
PROV-201.402-2,SEC-201.403,CROSS_REFERENCES,201.403
PROV-201.402-2,SEC-201.404,CROSS_REFERENCES,201.404
PROV-201.402-2-iii,,CROSS_REFERENCES,FAR 1.401
PROV-201.403-1,SEC-201.402,CROSS_REFERENCES,201.402
PROV-201.403-1,SEC-201.304,CROSS_REFERENCES,201.304
PROV-201.404-b-ii,SEC-201.402,CROSS_REFERENCES,201.402
PROV-201.602-2-d,,CROSS_REFERENCES,PGI 201.602-2
PROV-201.602-2-d,SEC-201.602-2,CROSS_REFERENCES,201.602-2
PROV-201.603-3-b,SEC-213.301,CROSS_REFERENCES,213.301
PROV-202.101-D3-2,,CROSS_REFERENCES,217.1
PROV-202.101-D6,,CROSS_REFERENCES,PGI 202.101
PROV-202.101-D6,SEC-202.101,CROSS_REFERENCES,202.101
PROV-202.101-D15,,CROSS_REFERENCES,218.270
PROV-202.101-D29,,CROSS_REFERENCES,FAR 15.404-1(b)(2)(ii)(B)
PROV-202.101-D32,,CROSS_REFERENCES,FAR 2.101
PROV-203.070-a,,CROSS_REFERENCES,FAR 3.103
PROV-203.070-b,,CROSS_REFERENCES,FAR 3.104
PROV-203.070-c,,CROSS_REFERENCES,FAR 3.203
PROV-203.070-d,,CROSS_REFERENCES,FAR 3.303
PROV-203.070-e,,CROSS_REFERENCES,FAR 3.405
PROV-203.070-f,,CROSS_REFERENCES,FAR 3.502
PROV-203.070-g,SEC-203.570,CROSS_REFERENCES,203.570
PROV-203.104-4-d-3,,CROSS_REFERENCES,FAR 3.104-4(d)(3)
PROV-203.171-2-D1,,CROSS_REFERENCES,252.203-7000
PROV-203.171-3-c,,CROSS_REFERENCES,252.203-7000
PROV-203.171-4-a,,CROSS_REFERENCES,FAR part 12
PROV-203.171-4-b,,CROSS_REFERENCES,FAR part 12
PROV-203.570-2-a,,CROSS_REFERENCES,PGI 203.570-2
PROV-203.570-2-a,SEC-203.570-2,CROSS_REFERENCES,203.570-2
PROV-203.570-2-b,,CROSS_REFERENCES,PGI 203.570-2
PROV-203.570-2-b,SEC-203.570-2,CROSS_REFERENCES,203.570-2
PROV-203.900-a-i,SEC-203.901,CROSS_REFERENCES,203.901
PROV-203.900-a-i,SEC-203.906,CROSS_REFERENCES,203.906
PROV-203.900-a-ii,SEC-203.901,CROSS_REFERENCES,203.901
PROV-203.900-a-ii,SEC-203.906,CROSS_REFERENCES,203.906
PROV-203.904-1,SEC-203.903,CROSS_REFERENCES,203.903
PROV-203.905-1,SEC-203.903,CROSS_REFERENCES,203.903
PROV-203.905-3-i,SEC-203.903,CROSS_REFERENCES,203.903
PROV-203.906-1,SEC-203.905,CROSS_REFERENCES,203.905
PROV-203.906-1,SEC-203.903,CROSS_REFERENCES,203.903
PROV-203.906-2,SEC-203.905,CROSS_REFERENCES,203.905
PROV-203.1003-b,,CROSS_REFERENCES,FAR 3.1003(b)
PROV-203.1003-c,SEC-203.1004,CROSS_REFERENCES,203.1004
PROV-203.1004-a,,CROSS_REFERENCES,252.203-7003
PROV-203.1004-b-2-ii,,CROSS_REFERENCES,FAR 52.203-14
PROV-204.201-a,,CROSS_REFERENCES,FAR 4.201(a)
PROV-204.203-b,,CROSS_REFERENCES,FAR 4.203(b)
PROV-204.270-2-b,,CROSS_REFERENCES,PGI 204.270-2
PROV-204.270-2-b,SEC-204.270-2,CROSS_REFERENCES,204.270-2
PROV-204.270-2-c,,CROSS_REFERENCES,PGI 204.270-2
PROV-204.270-2-c,SEC-204.270-2,CROSS_REFERENCES,204.270-2
PROV-204.403-1,,CROSS_REFERENCES,PGI 204.403
PROV-204.403-1,SEC-204.403,CROSS_REFERENCES,204.403
PROV-204.403-2,,CROSS_REFERENCES,PGI 204.403
PROV-204.403-2,SEC-204.403,CROSS_REFERENCES,204.403
PROV-204.404-70-a,,CROSS_REFERENCES,252.204-7000
PROV-204.404-70-b,,CROSS_REFERENCES,252.204-7003
PROV-204.604-2,,CROSS_REFERENCES,FAR 4.803(a)
PROV-204.804-1,,CROSS_REFERENCES,PGI 204.804
PROV-204.804-1,SEC-204.804,CROSS_REFERENCES,204.804
PROV-204.804-2,,CROSS_REFERENCES,PGI 207.105
PROV-204.804-2,SEC-207.105,CROSS_REFERENCES,207.105
PROV-204.804-3-i,,CROSS_REFERENCES,FAR 4.804-5(a)(3)
PROV-204.804-3-iv,,CROSS_REFERENCES,PGI 204.804
PROV-204.804-3-iv,SEC-204.804,CROSS_REFERENCES,204.804
PROV-204.804-4,,CROSS_REFERENCES,FAR 4.804
PROV-204.805-5,,CROSS_REFERENCES,FAR 15.403-4
PROV-204.1103-4,,CROSS_REFERENCES,PGI 204.1103
PROV-204.1103-4,SEC-204.1103,CROSS_REFERENCES,204.1103
PROV-204.1202-1,,CROSS_REFERENCES,252.204-7007
PROV-204.1202-2,,CROSS_REFERENCES,FAR 52.204-7
PROV-204.1202-2-i,,CROSS_REFERENCES,252.204-7016
PROV-204.1202-2-ii,,CROSS_REFERENCES,252.209-7002
PROV-204.1202-2-iii,,CROSS_REFERENCES,252.216-7008
PROV-204.1202-2-iv,,CROSS_REFERENCES,252.225-7000
PROV-204.1202-2-v,,CROSS_REFERENCES,252.225-7020
PROV-204.1202-2-vi,,CROSS_REFERENCES,252.225-7031
PROV-204.1202-2-vii,,CROSS_REFERENCES,252.225-7035
PROV-204.1202-2-viii,,CROSS_REFERENCES,252.225-7042
PROV-204.1202-2-ix,,CROSS_REFERENCES,252.225-7049
PROV-204.1202-2-x,,CROSS_REFERENCES,252.225-7050
PROV-204.1202-2-xi,,CROSS_REFERENCES,252.226-7002
PROV-204.1202-2-xii,,CROSS_REFERENCES,252.229-7012
PROV-204.1202-2-xiii,,CROSS_REFERENCES,252.229-7013
PROV-204.1202-2-xiv,,CROSS_REFERENCES,252.232-7015
PROV-204.1601-b,,CROSS_REFERENCES,FAR subpart 4.16
PROV-204.1601-b,SEC-204.1601,CROSS_REFERENCES,204.1601
PROV-204.1601-c-ii-B,,CROSS_REFERENCES,PGI 204.1601
PROV-204.1601-c-ii-B,SEC-204.1601,CROSS_REFERENCES,204.1601
PROV-204.1603-a,,CROSS_REFERENCES,FAR 4.1603
PROV-204.1603-a-3-A,,CROSS_REFERENCES,FAR 4.1603(a)(3)
PROV-204.1603-a-3-A-3,,CROSS_REFERENCES,PGI 204.1603
PROV-204.1603-a-3-A-3,SEC-204.1603,CROSS_REFERENCES,204.1603
PROV-204.1603-a-3-B,,CROSS_REFERENCES,FAR 4.1603(a)(3)
PROV-204.1603-a-4,,CROSS_REFERENCES,FAR 4.1603(a)(4)
PROV-204.1603-b,,CROSS_REFERENCES,FAR 4.1603(b)
PROV-204.1603-b,SEC-204.1603,CROSS_REFERENCES,204.1603
PROV-204.1603-b-2-ii,,CROSS_REFERENCES,FAR 4.1603(b)(2)(ii)
PROV-204.1703-a-ii,,CROSS_REFERENCES,PGI 204.1703
PROV-204.1703-a-ii,SEC-204.1703,CROSS_REFERENCES,204.1703
PROV-204.1703-S-70-1,,CROSS_REFERENCES,252.204-7023
PROV-204.1705-a-i,,CROSS_REFERENCES,FAR part 12
PROV-204.2102-a,,CROSS_REFERENCES,FAR 4.2102(a)
PROV-204.2102-a,SEC-204.2104,CROSS_REFERENCES,204.2104
PROV-204.2103-a-1-i,,CROSS_REFERENCES,FAR 52.204-26
PROV-204.2103-a-1-ii,,CROSS_REFERENCES,252.204-7016
PROV-204.2103-a-2-i,,CROSS_REFERENCES,FAR 52.204-24
PROV-204.2103-a-2-ii,,CROSS_REFERENCES,FAR 52.204-24
PROV-204.2103-a-2-ii-B-1,,CROSS_REFERENCES,FAR 4.2104
PROV-204.2103-a-2-ii-B-2,SEC-204.2104,CROSS_REFERENCES,204.2104
PROV-204.2103-b,,CROSS_REFERENCES,FAR 52.204-25
PROV-204.2105-a,,CROSS_REFERENCES,FAR part 12
PROV-204.2105-b,,CROSS_REFERENCES,FAR part 12
PROV-204.2105-c,,CROSS_REFERENCES,FAR part 12
PROV-204.7103-1-a-1-ii,SEC-204.7104,CROSS_REFERENCES,204.7104
PROV-204.7103-1-a-2-iii,SEC-204.7104,CROSS_REFERENCES,204.7104
PROV-204.7103-1-a-4-iii,SEC-204.7105,CROSS_REFERENCES,204.7105
PROV-204.7103-1-d,SEC-204.7105,CROSS_REFERENCES,204.7105
PROV-204.7103-1-g,,CROSS_REFERENCES,PGI 204.71
PROV-204.7104-1-a-3,SEC-204.7103-1,CROSS_REFERENCES,204.7103-1
PROV-204.7104-1-b-1-i,SEC-204.7104-1,CROSS_REFERENCES,204.7104-1
PROV-204.7104-1-b-2-ii-B,SEC-204.7103-1,CROSS_REFERENCES,204.7103-1
PROV-204.7104-1-b-3-iv,,CROSS_REFERENCES,252.204-7002
PROV-204.7106-a,SEC-204.7103,CROSS_REFERENCES,204.7103
PROV-204.7106-a,SEC-204.7104,CROSS_REFERENCES,204.7104
PROV-204.7106-a,SEC-204.7105,CROSS_REFERENCES,204.7105
PROV-204.7109-a,,CROSS_REFERENCES,252.204-7002
PROV-204.7109-b,,CROSS_REFERENCES,252.204-7006
PROV-204.7301-D9,,CROSS_REFERENCES,252.227-7013
PROV-204.7302-a-2,,CROSS_REFERENCES,252.204-7012
PROV-204.7302-a-5,,CROSS_REFERENCES,204.75
PROV-204.7302-b-2,,CROSS_REFERENCES,PGI 204.7303-4
PROV-204.7302-d,,CROSS_REFERENCES,PGI 204.7303-3
PROV-204.7303-a,SEC-204.7303,CROSS_REFERENCES,204.7303
PROV-204.7303-b,,CROSS_REFERENCES,252.204-7019
PROV-204.7303-b-1,,CROSS_REFERENCES,252.204-7012
PROV-204.7303-b-2,,CROSS_REFERENCES,252.204-7012
PROV-204.7304-a,,CROSS_REFERENCES,FAR part 12
PROV-204.7304-b,,CROSS_REFERENCES,FAR part 12
PROV-204.7304-c,,CROSS_REFERENCES,FAR part 12
PROV-204.7304-d,,CROSS_REFERENCES,FAR part 12
PROV-204.7304-e,,CROSS_REFERENCES,FAR part 12
PROV-204.7401-D4,,CROSS_REFERENCES,252.204-7014
PROV-204.7402-d,,CROSS_REFERENCES,204.4
PROV-204.7403-a,,CROSS_REFERENCES,FAR part 12
PROV-204.7403-b,,CROSS_REFERENCES,FAR part 12
PROV-204.7503-a,SEC-204.7504,CROSS_REFERENCES,204.7504
PROV-204.7504-a,,CROSS_REFERENCES,252.204-7021
PROV-204.7504-a-1,,CROSS_REFERENCES,FAR part 12
PROV-204.7504-a-2,,CROSS_REFERENCES,FAR part 12
PROV-204.7504-b,,CROSS_REFERENCES,252.204-7025
PROV-204.7601-D3,,CROSS_REFERENCES,239.7301
PROV-204.7603-a-2,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-204.7603-b-1,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-204.7603-b-2-iii,,CROSS_REFERENCES,FAR 13.106
PROV-204.7603-b-2-iii,SEC-215.403-3,CROSS_REFERENCES,215.403-3
PROV-205.203-S-70,SEC-215.371-4,CROSS_REFERENCES,215.371-4
PROV-205.203-S-70,SEC-215.371-5,CROSS_REFERENCES,215.371-5
PROV-205.205-70-a,,CROSS_REFERENCES,FAR 7.107
PROV-205.205-70-b,,CROSS_REFERENCES,FAR 10.001(c)(2)(i)
PROV-205.207-a-i,,CROSS_REFERENCES,PGI 205.207
PROV-205.207-a-i,SEC-205.207,CROSS_REFERENCES,205.207
PROV-205.207-d,,CROSS_REFERENCES,PGI 205.207
PROV-205.207-d,SEC-205.207,CROSS_REFERENCES,205.207
PROV-205.301-a-S-70-i,,CROSS_REFERENCES,225.7002-1(a)(1)(ii)
PROV-205.301-a-S-70-i-A,,CROSS_REFERENCES,225.7002-2(b)
PROV-205.301-a-S-70-i-B,,CROSS_REFERENCES,225.7002-2(n)
PROV-205.301-a-S-70-iii-A,,CROSS_REFERENCES,225.7002-2(b)
PROV-205.301-a-S-70-iii-B,,CROSS_REFERENCES,225.7002-2(n)
PROV-206.001-b,,CROSS_REFERENCES,237.104
PROV-206.001-70-b,,CROSS_REFERENCES,PGI 206.001-70
PROV-206.001-70-b,SEC-206.001-70,CROSS_REFERENCES,206.001-70
PROV-206.102-d-2,,CROSS_REFERENCES,FAR 6.102(d)(2)
PROV-206.102-70-a,,CROSS_REFERENCES,212.70
PROV-206.102-70-b,,CROSS_REFERENCES,FAR part 5
PROV-206.102-70-b,SEC-206.102-70,CROSS_REFERENCES,206.102-70
PROV-206.202-b,,CROSS_REFERENCES,PGI 206.202
PROV-206.202-b,SEC-206.202,CROSS_REFERENCES,206.202
PROV-206.302-1-c-2,,CROSS_REFERENCES,FAR 6.302-1(c)(2)
PROV-206.302-1-d,,CROSS_REFERENCES,PGI 206.302-1
PROV-206.302-1-d,SEC-206.302-1,CROSS_REFERENCES,206.302-1
PROV-206.302-1-S-70,,CROSS_REFERENCES,FAR 6.303
PROV-206.302-2-b,,CROSS_REFERENCES,PGI 206.302-2
PROV-206.302-2-b,SEC-206.302-2,CROSS_REFERENCES,206.302-2
PROV-206.302-4-c,,CROSS_REFERENCES,FAR 6.303
PROV-206.302-5-b-ii,,CROSS_REFERENCES,237.7401
PROV-206.303-1-b,,CROSS_REFERENCES,FAR 6.303-1(b)
PROV-206.303-1-b-1,,CROSS_REFERENCES,FAR 6.303-2
PROV-206.303-1-b-2,SEC-206.304,CROSS_REFERENCES,206.304(a)
PROV-206.303-1-b-3,,CROSS_REFERENCES,FAR 6.305
PROV-206.303-2-b-i,,CROSS_REFERENCES,FAR 6.303-2(b)
PROV-206.303-2-b-ii,,CROSS_REFERENCES,FAR 6.302-1
PROV-206.303-2-b-ii,SEC-206.303-2,CROSS_REFERENCES,206.303-2
PROV-206.303-2-d,,CROSS_REFERENCES,FAR 6.303-2(d)
PROV-206.304-a-4-S-70,,CROSS_REFERENCES,FAR 6.302-1
PROV-206.304-a-4-S-70,SEC-206.304,CROSS_REFERENCES,206.304
PROV-207.102-a-1,,CROSS_REFERENCES,FAR part 12
PROV-207.102-a-1,SEC-212.102,CROSS_REFERENCES,212.102
PROV-207.103-d-i-A,,CROSS_REFERENCES,FAR 35.001
PROV-207.103-h-i,,CROSS_REFERENCES,PGI 207.103
PROV-207.103-h-i,SEC-207.103,CROSS_REFERENCES,207.103
PROV-207.106-b-S-70-2-ii,,CROSS_REFERENCES,PGI 207.105
PROV-207.106-b-S-70-2-ii,SEC-207.105,CROSS_REFERENCES,207.105
