Relationship_Type,Source_Node_Type,Source_ID,Target_Node_Type,Target_ID,Properties
SUPPORTED_BY,Article,ART-004,Recital,REC-033,order:8
SUPPORTED_BY,Article,ART-004,Recital,REC-034,order:9
SUPPORTED_BY,Article,ART-004,Recital,REC-035,order:10
SUPPORTED_BY,Article,ART-004,Recital,REC-036,order:11
SUPPORTED_BY,Article,ART-004,Recital,REC-037,order:12
SUPPORTED_BY,Article,ART-005,Recital,REC-039,order:1
SUPPORTED_BY,Article,ART-006,Recital,REC-040,order:1
SUPPORTED_BY,Article,ART-006,Recital,REC-041,order:2
SUPPORTED_BY,Article,ART-006,Recital,REC-042,order:3
SUPPORTED_BY,Article,ART-006,Recital,REC-043,order:4
SUPPORTED_BY,Article,ART-006,Recital,REC-044,order:5
SUPPORTED_BY,Article,ART-006,Recital,REC-045,order:6
SUPPORTED_BY,Article,ART-006,Recital,REC-046,order:7
SUPPORTED_BY,Article,ART-006,Recital,REC-047,order:8
SUPPORTED_BY,Article,ART-006,Recital,REC-048,order:9
SUPPORTED_BY,Article,ART-006,Recital,REC-049,order:10
SUPPORTED_BY,Article,ART-006,Recital,REC-050,order:11
SUPPORTED_BY,Article,ART-006,Recital,REC-155,order:12
SUPPORTED_BY,Article,ART-007,Recital,REC-032,order:1
SUPPORTED_BY,Article,ART-007,Recital,REC-033,order:2
SUPPORTED_BY,Article,ART-007,Recital,REC-042,order:3
SUPPORTED_BY,Article,ART-007,Recital,REC-043,order:4
SUPPORTED_BY,Article,ART-008,Recital,REC-038,order:1
SUPPORTED_BY,Article,ART-009,Recital,REC-051,order:1
SUPPORTED_BY,Article,ART-009,Recital,REC-052,order:2
SUPPORTED_BY,Article,ART-009,Recital,REC-053,order:3
SUPPORTED_BY,Article,ART-009,Recital,REC-054,order:4
SUPPORTED_BY,Article,ART-009,Recital,REC-055,order:5
SUPPORTED_BY,Article,ART-009,Recital,REC-056,order:6
SUPPORTED_BY,Article,ART-010,Recital,REC-050,order:1
SUPPORTED_BY,Article,ART-011,Recital,REC-057,order:1
SUPPORTED_BY,Article,ART-012,Recital,REC-058,order:1
SUPPORTED_BY,Article,ART-012,Recital,REC-059,order:2
SUPPORTED_BY,Article,ART-013,Recital,REC-060,order:1
SUPPORTED_BY,Article,ART-013,Recital,REC-061,order:2
SUPPORTED_BY,Article,ART-013,Recital,REC-062,order:3
SUPPORTED_BY,Article,ART-014,Recital,REC-060,order:1
SUPPORTED_BY,Article,ART-014,Recital,REC-061,order:2
SUPPORTED_BY,Article,ART-014,Recital,REC-062,order:3
SUPPORTED_BY,Article,ART-015,Recital,REC-063,order:1
SUPPORTED_BY,Article,ART-015,Recital,REC-064,order:2
SUPPORTED_BY,Article,ART-016,Recital,REC-065,order:1
SUPPORTED_BY,Article,ART-017,Recital,REC-065,order:1
SUPPORTED_BY,Article,ART-017,Recital,REC-066,order:2
SUPPORTED_BY,Article,ART-018,Recital,REC-067,order:1
SUPPORTED_BY,Article,ART-019,Recital,REC-066,order:1
SUPPORTED_BY,Article,ART-020,Recital,REC-068,order:1
SUPPORTED_BY,Article,ART-021,Recital,REC-069,order:1
SUPPORTED_BY,Article,ART-021,Recital,REC-070,order:2
SUPPORTED_BY,Article,ART-022,Recital,REC-071,order:1
SUPPORTED_BY,Article,ART-022,Recital,REC-072,order:2
SUPPORTED_BY,Article,ART-023,Recital,REC-073,order:1
SUPPORTED_BY,Article,ART-024,Recital,REC-074,order:1
SUPPORTED_BY,Article,ART-024,Recital,REC-075,order:2
SUPPORTED_BY,Article,ART-024,Recital,REC-076,order:3
SUPPORTED_BY,Article,ART-024,Recital,REC-077,order:4
SUPPORTED_BY,Article,ART-024,Recital,REC-083,order:5
SUPPORTED_BY,Article,ART-025,Recital,REC-078,order:1
SUPPORTED_BY,Article,ART-026,Recital,REC-079,order:1
SUPPORTED_BY,Article,ART-027,Recital,REC-080,order:1
SUPPORTED_BY,Article,ART-028,Recital,REC-081,order:1
SUPPORTED_BY,Article,ART-029,Recital,REC-081,order:1
SUPPORTED_BY,Article,ART-030,Recital,REC-082,order:1
SUPPORTED_BY,Article,ART-031,Recital,REC-083,order:1
SUPPORTED_BY,Article,ART-032,Recital,REC-083,order:1
SUPPORTED_BY,Article,ART-032,Recital,REC-074,order:2
SUPPORTED_BY,Article,ART-032,Recital,REC-075,order:3
SUPPORTED_BY,Article,ART-032,Recital,REC-076,order:4
SUPPORTED_BY,Article,ART-032,Recital,REC-077,order:5
SUPPORTED_BY,Article,ART-033,Recital,REC-075,order:1
SUPPORTED_BY,Article,ART-033,Recital,REC-085,order:2
SUPPORTED_BY,Article,ART-033,Recital,REC-087,order:3
SUPPORTED_BY,Article,ART-033,Recital,REC-088,order:4
SUPPORTED_BY,Article,ART-034,Recital,REC-075,order:1
SUPPORTED_BY,Article,ART-034,Recital,REC-086,order:2
SUPPORTED_BY,Article,ART-034,Recital,REC-087,order:3
SUPPORTED_BY,Article,ART-034,Recital,REC-088,order:4
SUPPORTED_BY,Article,ART-035,Recital,REC-084,order:1
SUPPORTED_BY,Article,ART-035,Recital,REC-089,order:2
SUPPORTED_BY,Article,ART-035,Recital,REC-090,order:3
SUPPORTED_BY,Article,ART-035,Recital,REC-091,order:4
SUPPORTED_BY,Article,ART-036,Recital,REC-090,order:1
SUPPORTED_BY,Article,ART-036,Recital,REC-091,order:2
SUPPORTED_BY,Article,ART-036,Recital,REC-094,order:3
SUPPORTED_BY,Article,ART-037,Recital,REC-097,order:1
SUPPORTED_BY,Article,ART-038,Recital,REC-097,order:1
SUPPORTED_BY,Article,ART-039,Recital,REC-097,order:1
SUPPORTED_BY,Article,ART-040,Recital,REC-098,order:1
SUPPORTED_BY,Article,ART-040,Recital,REC-099,order:2
SUPPORTED_BY,Article,ART-041,Recital,REC-099,order:1
SUPPORTED_BY,Article,ART-042,Recital,REC-100,order:1
SUPPORTED_BY,Article,ART-043,Recital,REC-100,order:1
SUPPORTED_BY,Article,ART-044,Recital,REC-101,order:1
SUPPORTED_BY,Article,ART-045,Recital,REC-102,order:1
SUPPORTED_BY,Article,ART-045,Recital,REC-103,order:2
SUPPORTED_BY,Article,ART-045,Recital,REC-104,order:3
SUPPORTED_BY,Article,ART-045,Recital,REC-105,order:4
SUPPORTED_BY,Article,ART-046,Recital,REC-106,order:1
SUPPORTED_BY,Article,ART-046,Recital,REC-107,order:2
SUPPORTED_BY,Article,ART-046,Recital,REC-108,order:3
SUPPORTED_BY,Article,ART-046,Recital,REC-109,order:4
SUPPORTED_BY,Article,ART-046,Recital,REC-114,order:5
SUPPORTED_BY,Article,ART-046,Recital,REC-115,order:6
SUPPORTED_BY,Article,ART-047,Recital,REC-110,order:1
SUPPORTED_BY,Article,ART-048,Recital,REC-115,order:1
SUPPORTED_BY,Article,ART-049,Recital,REC-111,order:1
SUPPORTED_BY,Article,ART-049,Recital,REC-112,order:2
SUPPORTED_BY,Article,ART-049,Recital,REC-113,order:3
SUPPORTED_BY,Article,ART-049,Recital,REC-114,order:4
SUPPORTED_BY,Article,ART-049,Recital,REC-115,order:5
SUPPORTED_BY,Article,ART-049,Recital,REC-116,order:6
SUPPORTED_BY,Article,ART-050,Recital,REC-101,order:1
SUPPORTED_BY,Article,ART-051,Recital,REC-117,order:1
SUPPORTED_BY,Article,ART-051,Recital,REC-118,order:2
SUPPORTED_BY,Article,ART-051,Recital,REC-119,order:3
SUPPORTED_BY,Article,ART-051,Recital,REC-120,order:4
SUPPORTED_BY,Article,ART-052,Recital,REC-118,order:1
SUPPORTED_BY,Article,ART-052,Recital,REC-121,order:2
SUPPORTED_BY,Article,ART-053,Recital,REC-122,order:1
SUPPORTED_BY,Article,ART-054,Recital,REC-122,order:1
SUPPORTED_BY,Article,ART-055,Recital,REC-123,order:1
SUPPORTED_BY,Article,ART-055,Recital,REC-124,order:2
SUPPORTED_BY,Article,ART-056,Recital,REC-125,order:1
SUPPORTED_BY,Article,ART-056,Recital,REC-126,order:2
SUPPORTED_BY,Article,ART-056,Recital,REC-127,order:3
SUPPORTED_BY,Article,ART-056,Recital,REC-128,order:4
SUPPORTED_BY,Article,ART-057,Recital,REC-123,order:1
SUPPORTED_BY,Article,ART-058,Recital,REC-123,order:1
SUPPORTED_BY,Article,ART-058,Recital,REC-129,order:2
SUPPORTED_BY,Article,ART-059,Recital,REC-123,order:1
SUPPORTED_BY,Article,ART-060,Recital,REC-125,order:1
SUPPORTED_BY,Article,ART-060,Recital,REC-130,order:2
SUPPORTED_BY,Article,ART-060,Recital,REC-131,order:3
SUPPORTED_BY,Article,ART-061,Recital,REC-131,order:1
SUPPORTED_BY,Article,ART-061,Recital,REC-132,order:2
SUPPORTED_BY,Article,ART-062,Recital,REC-132,order:1
SUPPORTED_BY,Article,ART-063,Recital,REC-133,order:1
SUPPORTED_BY,Article,ART-063,Recital,REC-134,order:2
SUPPORTED_BY,Article,ART-064,Recital,REC-134,order:1
SUPPORTED_BY,Article,ART-065,Recital,REC-135,order:1
SUPPORTED_BY,Article,ART-066,Recital,REC-136,order:1
SUPPORTED_BY,Article,ART-067,Recital,REC-133,order:1
SUPPORTED_BY,Article,ART-067,Recital,REC-134,order:2
SUPPORTED_BY,Article,ART-068,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-068,Recital,REC-139,order:2
SUPPORTED_BY,Article,ART-068,Recital,REC-140,order:3
SUPPORTED_BY,Article,ART-069,Recital,REC-140,order:1
SUPPORTED_BY,Article,ART-070,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-070,Recital,REC-139,order:2
SUPPORTED_BY,Article,ART-071,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-072,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-073,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-074,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-075,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-076,Recital,REC-138,order:1
SUPPORTED_BY,Article,ART-077,Recital,REC-141,order:1
SUPPORTED_BY,Article,ART-078,Recital,REC-143,order:1
SUPPORTED_BY,Article,ART-079,Recital,REC-145,order:1
SUPPORTED_BY,Article,ART-080,Recital,REC-142,order:1
SUPPORTED_BY,Article,ART-081,Recital,REC-144,order:1
SUPPORTED_BY,Article,ART-082,Recital,REC-146,order:1
SUPPORTED_BY,Article,ART-082,Recital,REC-147,order:2
SUPPORTED_BY,Article,ART-083,Recital,REC-148,order:1
SUPPORTED_BY,Article,ART-083,Recital,REC-150,order:2
SUPPORTED_BY,Article,ART-083,Recital,REC-151,order:3
SUPPORTED_BY,Article,ART-084,Recital,REC-149,order:1
SUPPORTED_BY,Article,ART-084,Recital,REC-152,order:2
SUPPORTED_BY,Article,ART-085,Recital,REC-153,order:1
SUPPORTED_BY,Article,ART-086,Recital,REC-154,order:1
SUPPORTED_BY,Article,ART-087,Recital,REC-155,order:1
SUPPORTED_BY,Article,ART-088,Recital,REC-156,order:1
SUPPORTED_BY,Article,ART-089,Recital,REC-156,order:1
SUPPORTED_BY,Article,ART-089,Recital,REC-157,order:2
SUPPORTED_BY,Article,ART-089,Recital,REC-158,order:3
SUPPORTED_BY,Article,ART-089,Recital,REC-159,order:4
SUPPORTED_BY,Article,ART-089,Recital,REC-160,order:5
SUPPORTED_BY,Article,ART-089,Recital,REC-161,order:6
SUPPORTED_BY,Article,ART-089,Recital,REC-162,order:7
SUPPORTED_BY,Article,ART-089,Recital,REC-163,order:8
SUPPORTED_BY,Article,ART-090,Recital,REC-164,order:1
SUPPORTED_BY,Article,ART-091,Recital,REC-165,order:1
SUPPORTED_BY,Article,ART-092,Recital,REC-166,order:1
SUPPORTED_BY,Article,ART-093,Recital,REC-167,order:1
SUPPORTED_BY,Article,ART-093,Recital,REC-168,order:2
SUPPORTED_BY,Article,ART-093,Recital,REC-169,order:3
SUPPORTED_BY,Article,ART-094,Recital,REC-171,order:1
SUPPORTED_BY,Article,ART-095,Recital,REC-173,order:1
SUPPORTED_BY,Article,ART-096,Recital,REC-171,order:1
SUPPORTED_BY,Article,ART-097,Recital,REC-171,order:1
SUPPORTED_BY,Article,ART-098,Recital,REC-171,order:1
SUPPORTED_BY,Article,ART-099,Recital,REC-171,order:1
SUPPORTED_BY,Article,ART-099,Recital,REC-172,order:2
