Relationship_Type,Source_Node_Type,Source_ID,Target_Node_Type,Target_ID,Properties
HAS_RECITAL,Regulation,REG-001,Recital,REC-054,order:54
HAS_RECITAL,Regulation,REG-001,Recital,REC-055,order:55
HAS_RECITAL,Regulation,REG-001,Recital,REC-056,order:56
HAS_RECITAL,Regulation,REG-001,Recital,REC-057,order:57
HAS_RECITAL,Regulation,REG-001,Recital,REC-058,order:58
HAS_RECITAL,Regulation,REG-001,Recital,REC-059,order:59
HAS_RECITAL,Regulation,REG-001,Recital,REC-060,order:60
HAS_RECITAL,Regulation,REG-001,Recital,REC-061,order:61
HAS_RECITAL,Regulation,REG-001,Recital,REC-062,order:62
HAS_RECITAL,Regulation,REG-001,Recital,REC-063,order:63
HAS_RECITAL,Regulation,REG-001,Recital,REC-064,order:64
HAS_RECITAL,Regulation,REG-001,Recital,REC-065,order:65
HAS_RECITAL,Regulation,REG-001,Recital,REC-066,order:66
HAS_RECITAL,Regulation,REG-001,Recital,REC-067,order:67
HAS_RECITAL,Regulation,REG-001,Recital,REC-068,order:68
HAS_RECITAL,Regulation,REG-001,Recital,REC-069,order:69
HAS_RECITAL,Regulation,REG-001,Recital,REC-070,order:70
HAS_RECITAL,Regulation,REG-001,Recital,REC-071,order:71
HAS_RECITAL,Regulation,REG-001,Recital,REC-072,order:72
HAS_RECITAL,Regulation,REG-001,Recital,REC-073,order:73
HAS_RECITAL,Regulation,REG-001,Recital,REC-074,order:74
HAS_RECITAL,Regulation,REG-001,Recital,REC-075,order:75
HAS_RECITAL,Regulation,REG-001,Recital,REC-076,order:76
HAS_RECITAL,Regulation,REG-001,Recital,REC-077,order:77
HAS_RECITAL,Regulation,REG-001,Recital,REC-078,order:78
HAS_RECITAL,Regulation,REG-001,Recital,REC-079,order:79
HAS_RECITAL,Regulation,REG-001,Recital,REC-080,order:80
HAS_RECITAL,Regulation,REG-001,Recital,REC-081,order:81
HAS_RECITAL,Regulation,REG-001,Recital,REC-082,order:82
HAS_RECITAL,Regulation,REG-001,Recital,REC-083,order:83
HAS_RECITAL,Regulation,REG-001,Recital,REC-084,order:84
HAS_RECITAL,Regulation,REG-001,Recital,REC-085,order:85
HAS_RECITAL,Regulation,REG-001,Recital,REC-086,order:86
HAS_RECITAL,Regulation,REG-001,Recital,REC-087,order:87
HAS_RECITAL,Regulation,REG-001,Recital,REC-088,order:88
HAS_RECITAL,Regulation,REG-001,Recital,REC-089,order:89
HAS_RECITAL,Regulation,REG-001,Recital,REC-090,order:90
HAS_RECITAL,Regulation,REG-001,Recital,REC-091,order:91
HAS_RECITAL,Regulation,REG-001,Recital,REC-092,order:92
HAS_RECITAL,Regulation,REG-001,Recital,REC-093,order:93
HAS_RECITAL,Regulation,REG-001,Recital,REC-094,order:94
HAS_RECITAL,Regulation,REG-001,Recital,REC-095,order:95
HAS_RECITAL,Regulation,REG-001,Recital,REC-096,order:96
HAS_RECITAL,Regulation,REG-001,Recital,REC-097,order:97
HAS_RECITAL,Regulation,REG-001,Recital,REC-098,order:98
HAS_RECITAL,Regulation,REG-001,Recital,REC-099,order:99
HAS_RECITAL,Regulation,REG-001,Recital,REC-100,order:100
HAS_RECITAL,Regulation,REG-001,Recital,REC-101,order:101
HAS_RECITAL,Regulation,REG-001,Recital,REC-102,order:102
HAS_RECITAL,Regulation,REG-001,Recital,REC-103,order:103
HAS_RECITAL,Regulation,REG-001,Recital,REC-104,order:104
HAS_RECITAL,Regulation,REG-001,Recital,REC-105,order:105
HAS_RECITAL,Regulation,REG-001,Recital,REC-106,order:106
HAS_RECITAL,Regulation,REG-001,Recital,REC-107,order:107
HAS_RECITAL,Regulation,REG-001,Recital,REC-108,order:108
HAS_RECITAL,Regulation,REG-001,Recital,REC-109,order:109
HAS_RECITAL,Regulation,REG-001,Recital,REC-110,order:110
HAS_RECITAL,Regulation,REG-001,Recital,REC-111,order:111
HAS_RECITAL,Regulation,REG-001,Recital,REC-112,order:112
HAS_RECITAL,Regulation,REG-001,Recital,REC-113,order:113
HAS_RECITAL,Regulation,REG-001,Recital,REC-114,order:114
HAS_RECITAL,Regulation,REG-001,Recital,REC-115,order:115
HAS_RECITAL,Regulation,REG-001,Recital,REC-116,order:116
HAS_RECITAL,Regulation,REG-001,Recital,REC-117,order:117
HAS_RECITAL,Regulation,REG-001,Recital,REC-118,order:118
HAS_RECITAL,Regulation,REG-001,Recital,REC-119,order:119
HAS_RECITAL,Regulation,REG-001,Recital,REC-120,order:120
HAS_RECITAL,Regulation,REG-001,Recital,REC-121,order:121
HAS_RECITAL,Regulation,REG-001,Recital,REC-122,order:122
HAS_RECITAL,Regulation,REG-001,Recital,REC-123,order:123
HAS_RECITAL,Regulation,REG-001,Recital,REC-124,order:124
HAS_RECITAL,Regulation,REG-001,Recital,REC-125,order:125
HAS_RECITAL,Regulation,REG-001,Recital,REC-126,order:126
HAS_RECITAL,Regulation,REG-001,Recital,REC-127,order:127
HAS_RECITAL,Regulation,REG-001,Recital,REC-128,order:128
HAS_RECITAL,Regulation,REG-001,Recital,REC-129,order:129
HAS_RECITAL,Regulation,REG-001,Recital,REC-130,order:130
HAS_RECITAL,Regulation,REG-001,Recital,REC-131,order:131
HAS_RECITAL,Regulation,REG-001,Recital,REC-132,order:132
HAS_RECITAL,Regulation,REG-001,Recital,REC-133,order:133
HAS_RECITAL,Regulation,REG-001,Recital,REC-134,order:134
HAS_RECITAL,Regulation,REG-001,Recital,REC-135,order:135
HAS_RECITAL,Regulation,REG-001,Recital,REC-136,order:136
HAS_RECITAL,Regulation,REG-001,Recital,REC-137,order:137
HAS_RECITAL,Regulation,REG-001,Recital,REC-138,order:138
HAS_RECITAL,Regulation,REG-001,Recital,REC-139,order:139
HAS_RECITAL,Regulation,REG-001,Recital,REC-140,order:140
HAS_RECITAL,Regulation,REG-001,Recital,REC-141,order:141
HAS_RECITAL,Regulation,REG-001,Recital,REC-142,order:142
HAS_RECITAL,Regulation,REG-001,Recital,REC-143,order:143
HAS_RECITAL,Regulation,REG-001,Recital,REC-144,order:144
HAS_RECITAL,Regulation,REG-001,Recital,REC-145,order:145
HAS_RECITAL,Regulation,REG-001,Recital,REC-146,order:146
HAS_RECITAL,Regulation,REG-001,Recital,REC-147,order:147
HAS_RECITAL,Regulation,REG-001,Recital,REC-148,order:148
HAS_RECITAL,Regulation,REG-001,Recital,REC-149,order:149
HAS_RECITAL,Regulation,REG-001,Recital,REC-150,order:150
HAS_RECITAL,Regulation,REG-001,Recital,REC-151,order:151
HAS_RECITAL,Regulation,REG-001,Recital,REC-152,order:152
HAS_RECITAL,Regulation,REG-001,Recital,REC-153,order:153
HAS_RECITAL,Regulation,REG-001,Recital,REC-154,order:154
HAS_RECITAL,Regulation,REG-001,Recital,REC-155,order:155
HAS_RECITAL,Regulation,REG-001,Recital,REC-156,order:156
HAS_RECITAL,Regulation,REG-001,Recital,REC-157,order:157
HAS_RECITAL,Regulation,REG-001,Recital,REC-158,order:158
HAS_RECITAL,Regulation,REG-001,Recital,REC-159,order:159
HAS_RECITAL,Regulation,REG-001,Recital,REC-160,order:160
HAS_RECITAL,Regulation,REG-001,Recital,REC-161,order:161
HAS_RECITAL,Regulation,REG-001,Recital,REC-162,order:162
HAS_RECITAL,Regulation,REG-001,Recital,REC-163,order:163
HAS_RECITAL,Regulation,REG-001,Recital,REC-164,order:164
HAS_RECITAL,Regulation,REG-001,Recital,REC-165,order:165
HAS_RECITAL,Regulation,REG-001,Recital,REC-166,order:166
HAS_RECITAL,Regulation,REG-001,Recital,REC-167,order:167
HAS_RECITAL,Regulation,REG-001,Recital,REC-168,order:168
HAS_RECITAL,Regulation,REG-001,Recital,REC-169,order:169
HAS_RECITAL,Regulation,REG-001,Recital,REC-170,order:170
HAS_RECITAL,Regulation,REG-001,Recital,REC-171,order:171
HAS_RECITAL,Regulation,REG-001,Recital,REC-172,order:172
HAS_RECITAL,Regulation,REG-001,Recital,REC-173,order:173
