start_id,end_id,mapping_type,confidence,rationale,source_document_id,created_date
HITRUST-00.a,GV.SC-09,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory GV.SC-09 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,GV.SC-10,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory GV.SC-10 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,ID.IM-02,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory ID.IM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,ID.IM-04,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory ID.IM-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,GV.RR-04,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,PR.AA-06,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,RS.CO-02,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory RS.CO-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-00.a,RS.MA,direct,High,HITRUST control 00.a (Information Security Management Program) maps to CSF subcategory RS.MA based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.a,PR.IR-02,direct,High,HITRUST control 01.a (Access Control Policy) maps to CSF subcategory PR.IR-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.a,PR.PS-01,direct,High,HITRUST control 01.a (Access Control Policy) maps to CSF subcategory PR.PS-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.AA-05,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.AA-03,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.AA-01,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.AA-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,ID.AM-08,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory ID.AM-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.DS-01,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.DS-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.DS-02,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.DS-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,PR.DS-10,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory PR.DS-10 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,RS.MI-01,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory RS.MI-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.b,RS.MI-02,direct,High,HITRUST control 01.b (User Registration) maps to CSF subcategory RS.MI-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.c,PR.PS-01,direct,High,HITRUST control 01.c (Privilege Management) maps to CSF subcategory PR.PS-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.c,GV.RR-04,direct,High,HITRUST control 01.c (Privilege Management) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.c,PR.AA-05,direct,High,HITRUST control 01.c (Privilege Management) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.c,PR.AT-01,direct,High,HITRUST control 01.c (Privilege Management) maps to CSF subcategory PR.AT-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.d,RC.RP-01,direct,High,HITRUST control 01.d (User Password Management) maps to CSF subcategory RC.RP-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.e,PR.AA-01,direct,High,HITRUST control 01.e (Review of User Access Rights) maps to CSF subcategory PR.AA-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.e,PR.AA-05,direct,High,HITRUST control 01.e (Review of User Access Rights) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,ID.AM-08,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory ID.AM-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,PR.PS-02,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory PR.PS-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,PR.AA-06,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,PR.IR-01,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,PR.AA-03,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.i,PR.AA-05,direct,High,HITRUST control 01.i (Policy on the Use of Network Services) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.j,PR.AA-03,direct,High,HITRUST control 01.j (User Authentication for External Connections) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.k,PR.PS-01,direct,High,HITRUST control 01.k (Equipment Identification in Networks) maps to CSF subcategory PR.PS-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.l,PR.AA-06,direct,High,HITRUST control 01.l (Remote Diagnostic and Configuration Port Protection) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.l,PR.IR-01,direct,High,HITRUST control 01.l (Remote Diagnostic and Configuration Port Protection) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.l,ID.AM-08,direct,High,HITRUST control 01.l (Remote Diagnostic and Configuration Port Protection) maps to CSF subcategory ID.AM-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.m,DE.CM-02,direct,High,HITRUST control 01.m (Segregation in Networks) maps to CSF subcategory DE.CM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.m,PR.AA-06,direct,High,HITRUST control 01.m (Segregation in Networks) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.m,PR.IR-01,direct,High,HITRUST control 01.m (Segregation in Networks) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.o,ID.AM-04,direct,High,HITRUST control 01.o (Network Routing Control) maps to CSF subcategory ID.AM-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.p,RS.CO-02,direct,High,HITRUST control 01.p (Secure Log-on Procedures) maps to CSF subcategory RS.CO-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.q,PR.AA-02,direct,High,HITRUST control 01.q (User Identification and Authentication) maps to CSF subcategory PR.AA-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.q,PR.AA-03,direct,High,HITRUST control 01.q (User Identification and Authentication) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.q,PR.AA-05,direct,High,HITRUST control 01.q (User Identification and Authentication) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.q,PR.AA-01,direct,High,HITRUST control 01.q (User Identification and Authentication) maps to CSF subcategory PR.AA-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.w,PR.AA-06,direct,High,HITRUST control 01.w (Sensitive System Isolation) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.w,PR.IR-01,direct,High,HITRUST control 01.w (Sensitive System Isolation) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,DE.CM-01,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory DE.CM-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,DE.CM-03,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory DE.CM-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,DE.CM-06,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory DE.CM-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,DE.CM-09,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory DE.CM-09 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,PR.AA-03,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,PR.AA-05,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.x,PR.IR-01,direct,High,HITRUST control 01.x (Mobile Computing and Communications) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.y,PR.AA-06,direct,High,HITRUST control 01.y (Teleworking) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.y,PR.IR-01,direct,High,HITRUST control 01.y (Teleworking) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-01.y,ID.RA-03,direct,High,HITRUST control 01.y (Teleworking) maps to CSF subcategory ID.RA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.a,GV.RR-02,direct,High,HITRUST control 02.a (Roles and Responsibilities) maps to CSF subcategory GV.RR-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.a,GV.RR-04,direct,High,HITRUST control 02.a (Roles and Responsibilities) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.a,PR.AT-01,direct,High,HITRUST control 02.a (Roles and Responsibilities) maps to CSF subcategory PR.AT-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.a,RS.MA-01,direct,High,HITRUST control 02.a (Roles and Responsibilities) maps to CSF subcategory RS.MA-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.a,RS.MA-04,direct,High,HITRUST control 02.a (Roles and Responsibilities) maps to CSF subcategory RS.MA-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.b,RC.CO-04,direct,High,HITRUST control 02.b (Screening) maps to CSF subcategory RC.CO-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.b,RC.CO-03,direct,High,HITRUST control 02.b (Screening) maps to CSF subcategory RC.CO-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.b,GV.OC-03,direct,High,HITRUST control 02.b (Screening) maps to CSF subcategory GV.OC-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.b,GV.RR-04,direct,High,HITRUST control 02.b (Screening) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.c,GV.OC-03,direct,High,HITRUST control 02.c (Terms and Conditions of Employment) maps to CSF subcategory GV.OC-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.c,GV.RR-04,direct,High,HITRUST control 02.c (Terms and Conditions of Employment) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,PR.AA-03,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory PR.AA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,PR.AA-05,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory PR.AA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,PR.IR-01,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory PR.IR-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,PR.AT-01,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory PR.AT-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,GV.RR-02,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory GV.RR-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,GV-SC-02,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory GV-SC-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,ID.IM-02,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory ID.IM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,ID.IM-04,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory ID.IM-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,GV.RR-04,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.d,RS.MA,direct,High,HITRUST control 02.d (Management Responsibilities) maps to CSF subcategory RS.MA based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.e,PR.AT-02,direct,High,"HITRUST control 02.e (Information Security Awareness, Education, and Training) maps to CSF subcategory PR.AT-02 based on objective alignment and control specification requirements",SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.e,GV.RR-04,direct,High,"HITRUST control 02.e (Information Security Awareness, Education, and Training) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements",SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.e,PR.AT-01,direct,High,"HITRUST control 02.e (Information Security Awareness, Education, and Training) maps to CSF subcategory PR.AT-01 based on objective alignment and control specification requirements",SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.g,ID.RA-08,direct,High,HITRUST control 02.g (Termination Responsibilities) maps to CSF subcategory ID.RA-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.i,PR.AA-06,direct,High,HITRUST control 02.i (Removal of Access Rights) maps to CSF subcategory PR.AA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-02.i,GV.RR-04,direct,High,HITRUST control 02.i (Removal of Access Rights) maps to CSF subcategory GV.RR-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,ID.IM,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory ID.IM based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,ID.IM-03,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory ID.IM-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,ID.RA-05,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory ID.RA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.RM-01,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.RM-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.RM-06,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.RM-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.RR-03,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.RR-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.RM-04,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.RM-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.OC-02,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.OC-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.SC-03,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.SC-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.SC-04,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.SC-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,GV.SC-07,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory GV.SC-07 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,ID.RA-10,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory ID.RA-10 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,ID.RA-06,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory ID.RA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.a,RS.MA,direct,High,HITRUST control 03.a (Risk Management Program Development) maps to CSF subcategory RS.MA based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,DE.AE-08,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory DE.AE-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,PR.IR-02,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory PR.IR-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,ID.RA-08,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory ID.RA-08 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,ID.RA-03,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory ID.RA-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,ID.IM-02,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory ID.IM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.b,GV.RM-02,direct,High,HITRUST control 03.b (Performing Risk Assessments) maps to CSF subcategory GV.RM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,DE.AE-02,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory DE.AE-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,DE.AE-03,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory DE.AE-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,DE.AE-07,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory DE.AE-07 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,DE.AE-04,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory DE.AE-04 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,ID.RA-06,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory ID.RA-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,ID.IM,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory ID.IM based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,ID.IM-03,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory ID.IM-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.c,RS.MI-02,direct,High,HITRUST control 03.c (Risk Mitigation) maps to CSF subcategory RS.MI-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.d,ID.RA-01,direct,High,HITRUST control 03.d (Risk Evaluation) maps to CSF subcategory ID.RA-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.d,ID.RA-05,direct,High,HITRUST control 03.d (Risk Evaluation) maps to CSF subcategory ID.RA-05 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-03.d,PR.IR-02,direct,High,HITRUST control 03.d (Risk Evaluation) maps to CSF subcategory PR.IR-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.a,GV.PO,direct,High,HITRUST control 04.a (Information Security Policy Document) maps to CSF subcategory GV.PO based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.a,GV.PO-01,direct,High,HITRUST control 04.a (Information Security Policy Document) maps to CSF subcategory GV.PO-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.a,GV.PO-02,direct,High,HITRUST control 04.a (Information Security Policy Document) maps to CSF subcategory GV.PO-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.a,GV.OC-03,direct,High,HITRUST control 04.a (Information Security Policy Document) maps to CSF subcategory GV.OC-03 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.b,GV.PO,direct,High,HITRUST control 04.b (Review of Information Security Policy) maps to CSF subcategory GV.PO based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.b,GV.PO-01,direct,High,HITRUST control 04.b (Review of Information Security Policy) maps to CSF subcategory GV.PO-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-04.b,GV.PO-02,direct,High,HITRUST control 04.b (Review of Information Security Policy) maps to CSF subcategory GV.PO-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-05.a,ID.IM-02,direct,High,HITRUST control 05.a (Information Security Roles and Responsibilities) maps to CSF subcategory ID.IM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-05.a,DE.AE-06,direct,High,HITRUST control 05.a (Information Security Roles and Responsibilities) maps to CSF subcategory DE.AE-06 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-05.a,GV.OC-01,direct,High,HITRUST control 05.a (Information Security Roles and Responsibilities) maps to CSF subcategory GV.OC-01 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
HITRUST-05.a,GV.RM-02,direct,High,HITRUST control 05.a (Information Security Roles and Responsibilities) maps to CSF subcategory GV.RM-02 based on objective alignment and control specification requirements,SOURCE-HITRUST-V20,30-10-2025
