source_id,target_id,rel_type,maturity_level
C002,C002_S017,HAS_DECLARATIVE_STATEMENT,Advanced
C002,C002_S018,HAS_DECLARATIVE_STATEMENT,Advanced
C002,C002_S019,HAS_DECLARATIVE_STATEMENT,Advanced
C002,C002_S020,HAS_DECLARATIVE_STATEMENT,Advanced
C002,C002_S021,HAS_DECLARATIVE_STATEMENT,Innovative
C003,C003_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C003,C003_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C003,C003_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C003,C003_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C003,C003_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C003,C003_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C003,C003_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C003,C003_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C003,C003_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C003,C003_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C003,C003_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C003,C003_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C003,C003_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C003,C003_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C003,C003_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C003,C003_S016,HAS_DECLARATIVE_STATEMENT,Innovative
C004,C004_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C004,C004_S002,HAS_DECLARATIVE_STATEMENT,Evolving
C004,C004_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C004,C004_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C004,C004_S005,HAS_DECLARATIVE_STATEMENT,Intermediate
C004,C004_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C004,C004_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C004,C004_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C004,C004_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C004,C004_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C004,C004_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C004,C004_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C004,C004_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C004,C004_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C004,C004_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C004,C004_S016,HAS_DECLARATIVE_STATEMENT,Innovative
C005,C005_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C005,C005_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C005,C005_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C005,C005_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C005,C005_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C005,C005_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C005,C005_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C005,C005_S008,HAS_DECLARATIVE_STATEMENT,Advanced
C005,C005_S009,HAS_DECLARATIVE_STATEMENT,Innovative
C005,C005_S010,HAS_DECLARATIVE_STATEMENT,Innovative
C005,C005_S011,HAS_DECLARATIVE_STATEMENT,Innovative
C006,C006_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C006,C006_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C006,C006_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C006,C006_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C006,C006_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C006,C006_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C006,C006_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C006,C006_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C006,C006_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C006,C006_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C006,C006_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C006,C006_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C006,C006_S013,HAS_DECLARATIVE_STATEMENT,Intermediate
C006,C006_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C006,C006_S015,HAS_DECLARATIVE_STATEMENT,Advanced
C006,C006_S016,HAS_DECLARATIVE_STATEMENT,Advanced
C006,C006_S017,HAS_DECLARATIVE_STATEMENT,Innovative
C006,C006_S018,HAS_DECLARATIVE_STATEMENT,Innovative
C007,C007_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C007,C007_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C007,C007_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C007,C007_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C007,C007_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C007,C007_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C007,C007_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C007,C007_S008,HAS_DECLARATIVE_STATEMENT,Advanced
C007,C007_S009,HAS_DECLARATIVE_STATEMENT,Advanced
C007,C007_S010,HAS_DECLARATIVE_STATEMENT,Innovative
C008,C008_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C008,C008_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C008,C008_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C008,C008_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C008,C008_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C008,C008_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C008,C008_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C008,C008_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C008,C008_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C008,C008_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C008,C008_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C008,C008_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C008,C008_S013,HAS_DECLARATIVE_STATEMENT,Intermediate
C008,C008_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C008,C008_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C009,C009_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C009,C009_S002,HAS_DECLARATIVE_STATEMENT,Evolving
C009,C009_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C009,C009_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C009,C009_S005,HAS_DECLARATIVE_STATEMENT,Intermediate
C009,C009_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C009,C009_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C009,C009_S008,HAS_DECLARATIVE_STATEMENT,Advanced
C009,C009_S009,HAS_DECLARATIVE_STATEMENT,Innovative
C010,C010_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C010,C010_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C010,C010_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C010,C010_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C010,C010_S005,HAS_DECLARATIVE_STATEMENT,Intermediate
C010,C010_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C010,C010_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C010,C010_S008,HAS_DECLARATIVE_STATEMENT,Advanced
C010,C010_S009,HAS_DECLARATIVE_STATEMENT,Advanced
C010,C010_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C010,C010_S011,HAS_DECLARATIVE_STATEMENT,Innovative
C010,C010_S012,HAS_DECLARATIVE_STATEMENT,Innovative
C011,C011_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C011,C011_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C011,C011_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C011,C011_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C011,C011_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C011,C011_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C011,C011_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C011,C011_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C011,C011_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C011,C011_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C011,C011_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C011,C011_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C011,C011_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C011,C011_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C011,C011_S015,HAS_DECLARATIVE_STATEMENT,Advanced
C011,C011_S016,HAS_DECLARATIVE_STATEMENT,Innovative
C011,C011_S017,HAS_DECLARATIVE_STATEMENT,Innovative
C011,C011_S018,HAS_DECLARATIVE_STATEMENT,Innovative
C012,C012_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C012,C012_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C012,C012_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C012,C012_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C012,C012_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C012,C012_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C012,C012_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C012,C012_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C012,C012_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C012,C012_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C012,C012_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C012,C012_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C012,C012_S013,HAS_DECLARATIVE_STATEMENT,Innovative
C012,C012_S014,HAS_DECLARATIVE_STATEMENT,Innovative
C012,C012_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C013,C013_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S006,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S007,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S008,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S009,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S010,HAS_DECLARATIVE_STATEMENT,Baseline
C013,C013_S011,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S012,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S013,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S014,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S015,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S016,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S017,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S018,HAS_DECLARATIVE_STATEMENT,Evolving
C013,C013_S019,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S020,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S021,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S022,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S023,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S024,HAS_DECLARATIVE_STATEMENT,Intermediate
C013,C013_S025,HAS_DECLARATIVE_STATEMENT,Advanced
C013,C013_S026,HAS_DECLARATIVE_STATEMENT,Advanced
C013,C013_S027,HAS_DECLARATIVE_STATEMENT,Advanced
C013,C013_S028,HAS_DECLARATIVE_STATEMENT,Innovative
C013,C013_S029,HAS_DECLARATIVE_STATEMENT,Innovative
C013,C013_S030,HAS_DECLARATIVE_STATEMENT,Innovative
C013,C013_S031,HAS_DECLARATIVE_STATEMENT,Innovative
C014,C014_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S006,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S007,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S008,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S009,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S010,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S011,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S012,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S013,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S014,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S015,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S016,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S017,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S018,HAS_DECLARATIVE_STATEMENT,Baseline
C014,C014_S019,HAS_DECLARATIVE_STATEMENT,Evolving
C014,C014_S020,HAS_DECLARATIVE_STATEMENT,Evolving
C014,C014_S021,HAS_DECLARATIVE_STATEMENT,Evolving
C014,C014_S022,HAS_DECLARATIVE_STATEMENT,Evolving
C014,C014_S023,HAS_DECLARATIVE_STATEMENT,Evolving
C014,C014_S024,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S025,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S026,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S027,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S028,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S029,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S030,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S031,HAS_DECLARATIVE_STATEMENT,Intermediate
C014,C014_S032,HAS_DECLARATIVE_STATEMENT,Advanced
C014,C014_S033,HAS_DECLARATIVE_STATEMENT,Advanced
C014,C014_S034,HAS_DECLARATIVE_STATEMENT,Innovative
C014,C014_S035,HAS_DECLARATIVE_STATEMENT,Innovative
C014,C014_S036,HAS_DECLARATIVE_STATEMENT,Innovative
C014,C014_S037,HAS_DECLARATIVE_STATEMENT,Innovative
C014,C014_S038,HAS_DECLARATIVE_STATEMENT,Innovative
C015,C015_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C015,C015_S002,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C015,C015_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C015,C015_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C015,C015_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C015,C015_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C015,C015_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C015,C015_S014,HAS_DECLARATIVE_STATEMENT,Innovative
C016,C016_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C016,C016_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C016,C016_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C016,C016_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C016,C016_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C016,C016_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C016,C016_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C016,C016_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C016,C016_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C016,C016_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C016,C016_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C016,C016_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C016,C016_S013,HAS_DECLARATIVE_STATEMENT,Innovative
C017,C017_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C017,C017_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C017,C017_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C017,C017_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C017,C017_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S010,HAS_DECLARATIVE_STATEMENT,Evolving
C017,C017_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C017,C017_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C017,C017_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C017,C017_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C017,C017_S015,HAS_DECLARATIVE_STATEMENT,Advanced
C017,C017_S016,HAS_DECLARATIVE_STATEMENT,Innovative
C017,C017_S017,HAS_DECLARATIVE_STATEMENT,Innovative
C018,C018_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C018,C018_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C018,C018_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C018,C018_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C018,C018_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C018,C018_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C018,C018_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C018,C018_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C018,C018_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C018,C018_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S013,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S014,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S015,HAS_DECLARATIVE_STATEMENT,Intermediate
C018,C018_S016,HAS_DECLARATIVE_STATEMENT,Advanced
C018,C018_S017,HAS_DECLARATIVE_STATEMENT,Advanced
C018,C018_S018,HAS_DECLARATIVE_STATEMENT,Advanced
C018,C018_S019,HAS_DECLARATIVE_STATEMENT,Advanced
C018,C018_S020,HAS_DECLARATIVE_STATEMENT,Advanced
C018,C018_S021,HAS_DECLARATIVE_STATEMENT,Innovative
C018,C018_S022,HAS_DECLARATIVE_STATEMENT,Innovative
C019,C019_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C019,C019_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C019,C019_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C019,C019_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C019,C019_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C019,C019_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C019,C019_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C019,C019_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C019,C019_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C019,C019_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C019,C019_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C019,C019_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C019,C019_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C019,C019_S014,HAS_DECLARATIVE_STATEMENT,Innovative
C019,C019_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C020,C020_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C020,C020_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C020,C020_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C020,C020_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C020,C020_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C020,C020_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C020,C020_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C020,C020_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C020,C020_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C020,C020_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C020,C020_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C020,C020_S012,HAS_DECLARATIVE_STATEMENT,Innovative
C020,C020_S013,HAS_DECLARATIVE_STATEMENT,Innovative
C021,C021_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C021,C021_S002,HAS_DECLARATIVE_STATEMENT,Evolving
C021,C021_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C021,C021_S004,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S005,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C021,C021_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C021,C021_S011,HAS_DECLARATIVE_STATEMENT,Innovative
C022,C022_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C022,C022_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C022,C022_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C022,C022_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C022,C022_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C022,C022_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C022,C022_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C022,C022_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C022,C022_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C022,C022_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C022,C022_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C022,C022_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C022,C022_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C022,C022_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C022,C022_S015,HAS_DECLARATIVE_STATEMENT,Innovative
C022,C022_S016,HAS_DECLARATIVE_STATEMENT,Innovative
C023,C023_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C023,C023_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C023,C023_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C023,C023_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C023,C023_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C023,C023_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C023,C023_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C023,C023_S008,HAS_DECLARATIVE_STATEMENT,Advanced
C023,C023_S009,HAS_DECLARATIVE_STATEMENT,Advanced
C023,C023_S010,HAS_DECLARATIVE_STATEMENT,Innovative
C023,C023_S011,HAS_DECLARATIVE_STATEMENT,Innovative
C024,C024_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S006,HAS_DECLARATIVE_STATEMENT,Baseline
C024,C024_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C024,C024_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C024,C024_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C024,C024_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C024,C024_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C024,C024_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C024,C024_S013,HAS_DECLARATIVE_STATEMENT,Innovative
C025,C025_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C025,C025_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C025,C025_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C025,C025_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C025,C025_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C025,C025_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C025,C025_S007,HAS_DECLARATIVE_STATEMENT,Evolving
