from_node_type,from_node_id,relationship_type,to_node_type,to_node_id
Safeguard,5.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,5.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,5.4,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,5.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,5.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,5.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,5.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,5.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,5.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,6.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,6.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,6.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.4,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,6.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.5,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,6.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,6.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,6.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,7.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,7.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,7.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.4,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,7.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,7.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,7.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,8.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,8.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,8.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.8,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.9,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.9,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.10,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.10,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.11,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,8.11,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,8.12,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,9.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,9.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,9.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,9.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,10.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,10.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,10.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,10.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,10.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,11.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,11.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,11.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,11.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,11.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,11.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,11.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,11.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,11.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,11.4,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,11.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,11.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,11.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,11.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,12.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,12.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,12.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,13.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.9,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.10,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,13.11,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.4,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.5,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.6,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.7,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.8,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,14.8,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,14.9,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,14.9,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,15.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,15.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,15.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,15.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,15.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,15.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.8,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.9,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.9,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.10,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.10,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.11,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,16.11,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.12,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.13,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,16.14,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.1,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,17.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.2,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,17.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.3,BELONGS_TO_IG,ImplementationGroup,IG1
Safeguard,17.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.4,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.5,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.5,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.6,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.6,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.7,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.7,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.8,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,17.8,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,17.9,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,18.1,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,18.1,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,18.2,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,18.2,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,18.3,BELONGS_TO_IG,ImplementationGroup,IG2
Safeguard,18.3,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,18.4,BELONGS_TO_IG,ImplementationGroup,IG3
Safeguard,18.5,BELONGS_TO_IG,ImplementationGroup,IG3
