source_id,target_id,rel_type,url,shared_with_others,source_document
es_patent_databases,web_www_uspto_gov_patents,AVAILABLE_AT,https://www.uspto.gov/patents,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_osha,web_www_osha_gov,AVAILABLE_AT,https://www.osha.gov/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_importyeti,web_www_importyeti_com,AVAILABLE_AT,https://www.importyeti.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_government_procurement_portals,web_www_gsa_gov,AVAILABLE_AT,https://www.gsa.gov/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_reuters,web_www_reuters_com,AVAILABLE_AT,https://www.reuters.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_bloomberg,web_www_bloomberg_com,AVAILABLE_AT,https://www.bloomberg.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_financial_times,web_www_ft_com,AVAILABLE_AT,https://www.ft.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_sec_item_1c_disclosures,web_www_sec_gov_edgar_searchedgar_companysearch_html,AVAILABLE_AT,https://www.sec.gov/edgar/searchedgar/companysearch.html,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_national_cert_advisories,web_www_cisa_gov_news_events_cybersecurity_advisories,AVAILABLE_AT,https://www.cisa.gov/news-events/cybersecurity-advisories,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_github_gitlab,web_github_com,AVAILABLE_AT,https://github.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_stack_overflow,web_stackoverflow_com,AVAILABLE_AT,https://stackoverflow.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_nist_csf_800_53_resources,web_www_nist_gov_cyberframework,AVAILABLE_AT,https://www.nist.gov/cyberframework,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_iso_27001_27701_directories,web_www_iso_org,AVAILABLE_AT,https://www.iso.org/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_cobit_itil_resources,web_www_isaca_org_resources_cobit,AVAILABLE_AT,https://www.isaca.org/resources/cobit,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_usaspending_gov_technology,web_www_usaspending_gov,AVAILABLE_AT,https://www.usaspending.gov/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_gsa_schedules_and_contracts,web_www_gsa_gov,AVAILABLE_AT,https://www.gsa.gov/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_eu_procurement_portals_ted,web_ted_europa_eu,AVAILABLE_AT,https://ted.europa.eu/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_soc_2_attestations,web_www_aicpa_org,AVAILABLE_AT,https://www.aicpa.org/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_iso_certifications,web_www_iso_org,AVAILABLE_AT,https://www.iso.org/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_national_cert_cisa_advisories,web_www_cisa_gov_news_events_cybersecurity_advisories,AVAILABLE_AT,https://www.cisa.gov/news-events/cybersecurity-advisories,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_reputable_breach_databases_2,web_haveibeenpwned_com,AVAILABLE_AT,https://haveibeenpwned.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_sector_breach_portals,web_ocrportal_hhs_gov_ocr_breach_breach_report_jsf,AVAILABLE_AT,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_enisa_threat_landscape_reports,web_www_enisa_europa_eu_topics_threat_risk_management_threats_and_trends,AVAILABLE_AT,https://www.enisa.europa.eu/topics/threat-risk-management/threats-and-trends,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_sec_cybersecurity_disclosures,web_www_sec_gov_edgar_searchedgar_companysearch_html,AVAILABLE_AT,https://www.sec.gov/edgar/searchedgar/companysearch.html,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_ftc_doj_enforcement_actions,web_www_ftc_gov,AVAILABLE_AT,https://www.ftc.gov/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_hhs_breach_notifications,web_ocrportal_hhs_gov_ocr_breach_breach_report_jsf,AVAILABLE_AT,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_cisa_advisories_and_alerts,web_www_cisa_gov_news_events_cybersecurity_advisories,AVAILABLE_AT,https://www.cisa.gov/news-events/cybersecurity-advisories,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_gdpr_enforcement_tracker,web_www_enforcementtracker_com,AVAILABLE_AT,https://www.enforcementtracker.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_uk_ico_enforcement_actions,web_ico_org_uk_action_weve_taken,AVAILABLE_AT,https://ico.org.uk/action-weve-taken/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_eu_enisa_reports,web_www_enisa_europa_eu,AVAILABLE_AT,https://www.enisa.europa.eu/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_iso_27001_certified_organization_directories,web_www_iso_org,AVAILABLE_AT,https://www.iso.org/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_csa_star_registry,web_cloudsecurityalliance_org_star,AVAILABLE_AT,https://cloudsecurityalliance.org/star/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_soc_2_attestations_aicpa,web_www_aicpa_org,AVAILABLE_AT,https://www.aicpa.org/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_virustotal,web_www_virustotal_com,AVAILABLE_AT,https://www.virustotal.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_nvd_national_vulnerability_database,web_nvd_nist_gov,AVAILABLE_AT,https://nvd.nist.gov/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_mitre_att_ck,web_attack_mitre_org,AVAILABLE_AT,https://attack.mitre.org/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_cve_databases,web_cve_mitre_org,AVAILABLE_AT,https://cve.mitre.org/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_ics_cert_advisories,web_www_cisa_gov_uscert_ics,AVAILABLE_AT,https://www.cisa.gov/uscert/ics,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_linkedin_security_leadership,web_www_linkedin_com,AVAILABLE_AT,https://www.linkedin.com/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_glassdoor_security_culture,web_www_glassdoor_com,AVAILABLE_AT,https://www.glassdoor.com/,true,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_darkreading,web_www_darkreading_com,AVAILABLE_AT,https://www.darkreading.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_bleepingcomputer,web_www_bleepingcomputer_com,AVAILABLE_AT,https://www.bleepingcomputer.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
es_securityweek,web_www_securityweek_com,AVAILABLE_AT,https://www.securityweek.com/,false,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/enterpriseSources.json
