source_id,target_id,rel_type,catalogs,source_document
dom_cyber_defense_resilience,fd_security_operations_secops,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_cyber_defense_resilience,fd_vulnerability_management,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_data_privacy_protection,fd_cryptography_key_management,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_data_privacy_protection,fd_data_governance_lifecycle,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_data_privacy_protection,fd_data_loss_prevention_dlp,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_data_privacy_protection,fd_privacy_regulatory_compliance,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_identity_and_access_management,fd_access_and_interaction_management,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_identity_and_access_management,fd_entitlement_and_authorization_governance,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_identity_and_access_management,fd_identity_and_entity_lifecycle_management,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_identity_and_access_management,fd_identity_assurance_credentials_and_decentralized_identity,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_identity_and_access_management,fd_privileged_access_management_pam,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_information_security_governance,fd_enterprise_risk_management_erm,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_information_security_governance,fd_policy_compliance_audit,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_information_security_governance,fd_security_metrics_reporting,HAS_FUNCTIONAL_DOMAIN,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
dom_information_security_governance,fd_strategy_oversight,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_infrastructure_network_security,fd_asset_inventory_management,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_infrastructure_network_security,fd_critical_infrastructure_protection,HAS_FUNCTIONAL_DOMAIN,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
dom_infrastructure_network_security,fd_endpoint_security_hardening,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_infrastructure_network_security,fd_network_defense_segmentation,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_personnel_physical_security,fd_critical_infrastructure_protection,HAS_FUNCTIONAL_DOMAIN,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
dom_personnel_physical_security,fd_personnel_security,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_personnel_physical_security,fd_physical_environmental_security,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_third_party_risk_management,fd_acquisition_supply_chain,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
dom_third_party_risk_management,fd_vendor_risk_governance,HAS_FUNCTIONAL_DOMAIN,risk;control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json;DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
